SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,X ,10.0,Trading & Distributors,Services,12.95,12.9,13.4,12.77,12.88,34.75,10.66,15.49(20%),10.33(20%),,25.82,8.52,10,0.27,0.32,47.12,0.58,1.23,0.15,0.19,2.38
HERITGFOOD,Heritage Foods Limited,A ,5.0,Dairy Products,Fast Moving Consumer Goods,308.95,309.8,309.8,303.65,305.78,565.0,250.25,367.65(20%),245.15(20%),,1421.63,682.38,10,14.61,25.69,20.98,2.09,9.97,,,20.06
SIMRAN,SIMRAN FARMS LTD.,X ,10.0,Animal Feed,Fast Moving Consumer Goods,151.0,155.9,170.0,151.45,154.59,273.0,103.0,183.45(20%),122.35(20%),,57.98,27.83,10,12.49,17.86,12.25,2.17,17.68,,,9.5
DFM,DFM FOODS LTD.,B ,2.0,Packaged Foods,Fast Moving Consumer Goods,381.0,380.2,388.0,379.9,383.17,388.0,187.25,458.70(20%),305.80(20%),1.19,1921.8,480.45,10,-7.45,-4.65,-51.33,12.58,-24.51,0.18,0.31,
CCL,CCL PRODUCTS (INDIA) LTD.,A ,2.0,Tea & Coffee,Fast Moving Consumer Goods,496.5,497.6,510.9,490.05,499.24,542.0,315.6,590.70(20%),393.80(20%),,6548.3,3536.08,10,10.04,12.37,49.04,6.59,13.44,0.12,0.13,64.63
KELLTONTEC,Kellton Tech Solutions Ltd.,B ,5.0,Computers - Software & Consulting,Information Technology,63.5,64.25,64.25,62.65,63.2,134.95,46.05,75.40(20%),50.30(20%),,606.48,291.11,10,1.13,1.64,55.69,4.3,7.72,0.34,,2.7
SURFI,SURYO FOODS & INDUSTRIES LTD.,XT,10.0,Packaged Foods,Fast Moving Consumer Goods,6.55,6.8,6.8,6.8,6.8,10.67,5.1,7.14(5%),6.46(5%),,2.69,1.29,10,-1.26,-0.65,-5.4,-0.72,13.41,,,0.01
INTEGFD,INTEGRATED PROTEINS LTD.,XT,10.0,Edible Oil,Fast Moving Consumer Goods,9.22,9.22,9.68,9.01,9.62,26.62,4.92,10.16(5%),9.20(5%),,3.56,1.92,10,0.08,0.17,114.85,1.25,1.08,,,0.01
MAHAANF,MAHAAN FOODS LTD.,X ,10.0,Packaged Foods,Fast Moving Consumer Goods,25.9,26.45,26.45,25.0,25.73,33.15,17.8,27.55(10%),22.55(10%),,8.77,4.03,10,1.25,1.41,20.11,0.48,2.39,,,0.11
RICOAUTO,RICO AUTO INDUSTRIES LTD.,B ,1.0,Auto Components & Equipments,Consumer Discretionary,60.3,61.45,61.45,58.9,60.44,64.6,31.2,70.95(20%),47.35(20%),,800.21,392.1,2,2.69,8.42,21.95,1.33,6.05,0.62,0.83,50.27
OMAXAUTO,OMAX AUTOS LTD.,B ,10.0,Auto Components & Equipments,Consumer Discretionary,76.7,77.6,77.7,75.6,76.39,87.6,41.7,91.05(20%),60.75(20%),,162.34,69.8,10,11.27,19.81,6.73,0.52,7.77,0.22,,3.68
MUNJALSHOW,MUNJAL SHOWA LTD.,B ,2.0,Auto Components & Equipments,Consumer Discretionary,103.95,103.95,103.95,102.8,103.72,139.0,92.7,124.20(20%),82.80(20%),,413.95,144.88,5,3.67,6.71,28.19,0.65,2.3,,,0.14
JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,A ,1.0,Auto Components & Equipments,Consumer Discretionary,110.2,110.25,110.4,109.0,109.86,135.55,88.15,131.80(20%),87.90(20%),,4378.87,2189.44,5,3.66,4.58,30.03,6.41,21.35,0.57,0.11,12.44
SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,A ,5.0,Auto Components & Equipments,Consumer Discretionary,4803.65,4816.9,4824.15,4643.9,4695.06,5153.55,3500.0,"5,673.10(20%)","3,782.10(20%)",,9564.92,2391.23,10,397.28,447.04,11.9,3.3,27.71,,,11.78
JTEKTINDIA,Jtekt India Ltd,B ,1.0,Auto Components & Equipments,Consumer Discretionary,105.45,106.55,107.2,104.4,105.99,114.0,66.15,126.10(20%),84.10(20%),,2568.53,616.45,1,1.94,4.57,54.15,4.23,7.82,0.29,0.12,12.41
MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,B ,2.0,Auto Components & Equipments,Consumer Discretionary,50.2,52.0,52.0,49.95,50.27,60.45,36.0,60.10(20%),40.10(20%),,501,120.24,10,6.5,8.57,7.71,1.49,19.31,,,1.2
JAYBARMARU,JAY BHARAT MARUTI LTD.,B ,5.0,Auto Components & Equipments,Consumer Discretionary,188.75,189.45,198.0,188.05,194.64,213.6,123.5,235.30(20%),156.90(20%),,849.11,339.65,1,7.44,25.16,26.35,1.79,6.81,,,8.64
RACLGEAR,RACL Geartech Ltd,X ,10.0,Auto Components & Equipments,Consumer Discretionary,541.2,549.5,549.5,540.0,544.34,754.0,444.4,652.35(20%),434.95(20%),,586.14,275.49,10,23.14,38.02,23.49,4.46,18.99,,,21.0
SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,X ,10.0,Auto Components & Equipments,Consumer Discretionary,145.6,145.6,150.0,143.2,147.06,194.5,123.6,174.80(20%),116.60(20%),,143.08,47.22,10,18.25,31.4,7.99,0.82,10.25,,,4.21
ECSTSTL,EAST COAST STEEL LTD.,P ,10.0,Iron & Steel Products,Industrials,52.7,50.1,50.1,50.1,50.1,62.6,50.1,52.60(5%),47.60(5%),,27.04,21.9,1,0.16,0.17,321.86,1.45,0.45,,,0.15
RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,A ,2.0,Iron & Steel Products,Industrials,2062.55,2062.8,2087.05,2043.5,2072.49,2137.55,1237.29,"2,474.55(20%)","1,649.75(20%)",,14454.02,5203.45,2,51.21,62.63,40.26,6.43,15.98,,,10.84
VESUVIUS,VESUVIUS INDIA LTD.,B ,10.0,Refractories,Industrials,1466.35,1470.0,1479.0,1456.75,1463.35,1683.7,906.0,"1,760.40(20%)","1,173.60(20%)",,2977.43,1310.07,1,42.18,56.04,34.78,3.19,9.17,,,5.02
ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,B ,10.0,Auto Components & Equipments,Consumer Discretionary,373.3,373.6,385.45,366.0,373.81,923.85,83.35,444.95(20%),296.65(20%),,588.25,147.06,10,38.99,46.21,9.51,-16.47,-173.19,,,20.99
ARCEEIN,ARCEE INDUSTRIES LTD.,X ,10.0,Plastic Products - Industrial,Industrials,7.55,7.18,7.18,7.18,7,11.39,6.0,7.53(5%),6.83(5%),,3.69,2.77,10,-0.49,-0.23,-14.58,0.66,-4.53,,,0.0
ABCINDQ,ABC INDIA LTD.-$,X ,10.0,Road Transport,Services,75.9,75.9,77.0,74.05,74.42,127.65,66.1,89.00(20%),59.40(20%),,40.2,15.27,10,5.52,7.5,13.44,1.07,8,,,1.09
BALTE,BALURGHAT TECHNOLOGIES LTD.,X ,10.0,Road Transport,Services,9.64,9.84,9.84,9.02,9.39,14.48,7.16,11.50(20%),7.68(20%),,17.45,11.52,10,1.36,1.58,7.03,0.97,13.78,,,0.16
COARO,COASTAL ROADWAYS LTD.,P ,10.0,Road Transport,Services,24.2,24.1,24.1,24.1,24.1,27.65,13.5,25.30(5%),22.90(5%),,9.99,2.5,10,3.11,6.99,7.75,0.75,9.62,,,0.02
SIBARAUT,SIBAR AUTO PARTS LTD.,XT,10.0,Auto Components & Equipments,Consumer Discretionary,10.55,10.3,10.98,10.04,10.26,16.3,6.85,11.09(5%),10.05(5%),,17.47,9.08,1,0.51,0.84,20.79,1.58,7.61,,,0.09
SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,B ,10.0,Shipping,Services,330.35,325.0,335.3,325.0,333,429.45,213.0,393.15(20%),262.15(20%),,719.44,201.44,10,108.07,118.31,3.03,1.14,37.7,,,4.13
STARLOG,Starlog Enterprises Ltd,X ,10.0,Port & Port services,Services,13.23,13.24,13.24,12.88,12.98,14.76,8.61,13.65(5%),12.35(5%),,15.56,5.44,10,-23.92,-17.02,-0.54,-0.34,61.93,,,0.78
SHVSUIT,SHIVA SUITINGS LTD.,P ,10.0,Trading & Distributors,Services,,11.6,11.6,11.6,11.6,11.6,11.6,12.18(5%),11.02(5%),,1.8,1.22,10,0.5,0.5,23.06,0.96,4.15,,,0.01
TITANIN,Titan Intech Ltd,XT,10.0,Other Textile Products,Consumer Discretionary,27.1,28.25,28.25,26.0,26.91,38.4,4.77,27.60(5%),25.00(5%),,6.51,6.38,10,5.19,7.37,5.06,5.82,114.83,0.18,0.1,2.78
EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,10.87,10.87,10.87,10.4,10.5,13.96,9.36,10.92(5%),9.88(5%),,9.1,2.46,10,-12.56,-8.82,-0.83,-0.55,66.64,,,0.05
ICIL,INDO COUNT INDUSTRIES LTD.,A ,2.0,Other Textile Products,Consumer Discretionary,132.0,133.0,133.0,130.15,131.51,279.8,119.7,156.90(20%),104.60(20%),,2581,1058.21,10,16.1,18.4,8.12,1.65,20.27,1.58,0.29,38.63
MARALOVER,MARAL OVERSEAS LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,64.1,65.95,65.95,62.45,63.23,138.0,60.05,74.90(20%),50.00(20%),,259.22,64.8,10,11.7,18.3,5.34,1.57,29.32,,,1.69
SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,7.27,7.08,7.22,6.91,7.08,14.17,5.85,7.25(5%),6.57(5%),,22.83,8.22,10,-2.26,-2.02,-3.05,-0.27,8.73,,,0.13
ADVLIFE,ADVANCE LIFESTYLES LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,33.1,34.75,34.75,34.75,34,61.95,20.05,36.45(5%),33.05(5%),,10.82,2.7,10,2.78,2.78,12.49,0.35,2.81,,,0.0
KAKTEX,KAKATIYA TEXTILES LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,81.65,85.65,85.7,81.2,84.98,85.7,4.4,89.95(5%),81.45(5%),,49.8,24.4,5,-,10.62,-,-3.76,-42.33,0.39,0.33,27.62
OCTAVE,Perfect-Octave Media Projects Ltd,X ,10.0,TV Broadcasting & Software Production,Consumer Discretionary,1.77,1.85,1.85,1.8,1.82,3.78,1.51,1.89(5%),1.71(5%),,6.25,6.25,2,0.05,0.05,39.04,0.79,2.02,,,0.03
TRIDENT,TRIDENT LTD.,A ,1.0,Other Textile Products,Consumer Discretionary,35.9,35.95,35.95,35.25,35.37,70.9,33.05,42.40(20%),28.30(20%),3.72,18014.2,4143.27,1,1.44,2.07,24.5,4.74,19.36,12.89,10.52,
HISARSP,HISAR SPINNING MILLS LTD.,P ,10.0,Other Textile Products,Consumer Discretionary,54.45,54.5,54.5,54.5,54.5,61.45,28.15,57.20(5%),51.80(5%),,20.36,10.18,10,12.35,15.25,4.41,1.2,27.27,,,0.33
ALOKTEXT,ALOK INDUSTRIES LTD.,T ,1.0,Other Textile Products,Consumer Discretionary,15.95,15.8,15.9,15.5,15.7,35.8,14.35,16.45(5%),14.95(5%),,7795.43,1948.86,1,-0.71,-0.01,-22.23,-0.46,2.09,9.44,4.78,75.1
PASARI,PASARI SPINNING MILLS LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,4.17,4.17,4.3,3.97,4.14,13.72,3.47,4.45(5%),4.03(5%),,5.09,2.39,10,0.25,0.3,17.21,-12.85,-74.4,,,0.33
AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,173.1,176.0,184.45,173.35,177.81,224.9,144.0,216.40(20%),144.30(20%),,121.74,48.69,10,26.82,39.44,6.73,0.73,10.91,,,11.14
OLYMPTX,OLYMPIA INDUSTRIES LTD.,X ,10.0,Internet & Catalogue Retail,Consumer Discretionary,78.85,76.0,80.7,75.0,76.54,99.9,28.4,80.70(5%),73.10(5%),,46.32,12.97,5,1.23,2.73,62.77,0.92,1.47,,,2.24
NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,B ,5.0,Other Textile Products,Consumer Discretionary,35.8,36.65,36.65,35.7,36.04,74.15,28.9,43.20(20%),28.80(20%),,45,19.8,10,5.07,10.9,7.1,0.41,5.8,,,0.35
SUDTIND-B,SUDITI INDUSTRIES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,30.3,30.35,32.9,30.35,31.95,52.64,13.32,38.30(20%),25.60(20%),,84.24,25.27,1,-10.86,-10.34,-2.94,-38.04,1293,0.21,0.52,16.47
SBFL,Shree Bhavya Fabrics Ltd,X ,10.0,Other Textile Products,Consumer Discretionary,17.45,17.95,17.95,17.4,17.6,26.0,8.6,18.55(5%),16.85(5%),,16.82,8.91,10,0.64,1.53,27.75,0.57,2.05,,,0.0
GEMSPIN,GEM SPINNERS INDIA LTD.,P ,5.0,Other Textile Products,Consumer Discretionary,5.38,5.38,5.38,5.38,5.38,15.87,1.7,5.64(5%),5.12(5%),,33.02,8.91,10,-0.12,-0.09,-46.77,-107.6,232.24,,,0.01
EUREKAI,EUREKA INDUSTRIES LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,22.54,23.66,23.66,23.66,23.66,23.66,2.44,24.84(5%),22.48(5%),,20.7,14.28,5,0.28,0.28,85.55,15.57,18.15,0.6,0.11,2.58
ADITYASP,ADITYA SPINNERS LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,18.25,17.9,18.6,17.9,18.4,28.05,10.45,19.35(5%),17.55(5%),,30.89,10.5,10,2.65,3.88,6.95,1.06,15.2,,,0.34
PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,XT,2.0,Residential- Commercial Projects,Consumer Discretionary,9.14,9.58,9.58,8.69,9.12,11.75,5.43,9.12(5%),8.26(5%),,23.15,6.71,10,-1.57,-1.49,-5.53,28.97,-516.28,,,0.0
DHANFAB,DHANLAXMI FABRICS LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,57.25,54.1,67.7,54.1,63.41,187.0,21.25,75.45(20%),50.35(20%),,53.98,13.49,10,1,4.47,63.06,1.03,1.63,,0.63,39.67
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,47.3,49.7,50.1,48.0,49.6,79.5,39.05,59.60(20%),39.80(20%),,16.56,6.63,10,4.6,9.25,10.81,-2.13,-19.75,,,0.69
ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,B ,10.0,Garments & Apparels,Consumer Discretionary,94.4,95.45,96.1,94.0,94.91,129.9,78.55,113.50(20%),75.70(20%),,234.23,70.27,10,-5.63,1.59,-16.81,1.05,-6.22,,,0.44
SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,31.2,32.0,32.0,28.3,30.56,44.0,15.15,36.20(20%),24.20(20%),,21.5,7.74,1,3.97,4.38,7.61,1.85,24.28,,,1.55
SUPERSPIN,SUPER SPINNING MILLS LTD.,B ,1.0,Other Textile Products,Consumer Discretionary,10.16,10.0,10.34,10.0,10.23,20.2,8.0,11.37(10%),9.31(10%),,56.87,32.42,5,-0.16,0.32,-66.2,0.52,-0.79,,,0.11
UNITEDTE,UNITED TEXTILES LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,14.26,14.26,14.26,13.55,13.64,20.81,7.48,14.22(5%),12.88(5%),,4.07,2.8,10,-,2.49,-,0.39,0.41,,,0.01
SILINV,SIL INVESTMENTS LTD.,B ,10.0,Investment Company,Financial Services,318.85,336.95,336.95,317.4,318.62,429.45,252.1,383.60(20%),255.80(20%),,338.75,118.56,10,22.4,23.21,14.28,0.18,1.27,,,1.32
SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,56.45,57.2,58.4,55.9,57.3,98.9,54.35,68.75(20%),45.85(20%),,107.75,42.02,10,0.29,10.02,194.85,0.43,0.22,,,1.93
SAMTEX,SAMTEX FASHIONS LTD.-$,X ,2.0,Garments & Apparels,Consumer Discretionary,2.83,2.8,2.9,2.67,2.71,10.04,1.44,3.28(20%),2.20(20%),,20.41,10.41,2,-0.1,-0.03,-26.61,22.83,-84.1,0.28,0.13,0.37
DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,76.0,79.95,79.95,73.0,76.24,141.0,61.7,94.35(20%),62.95(20%),,30.67,15.95,10,11,11.67,7.15,1.02,14.26,,,2.11
DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,B ,5.0,Other Textile Products,Consumer Discretionary,46.9,46.95,47.6,46.0,46.48,78.75,36.5,55.35(20%),36.95(20%),,107.53,31.18,10,7.9,17.97,5.84,0.93,15.95,,,0.83
SANBLUE,SANBLUE CORPORATION LTD.,XT,10.0,Trading - Textile Products,Consumer Discretionary,32.25,33.85,33.85,30.65,31.14,45.85,20.45,32.15(5%),29.15(5%),,15.32,5.06,10,0.13,0.17,243.23,0.37,0.15,,,0.06
UNIROYAL,UNIROYAL INDUSTRIES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,18.35,19.75,19.75,17.6,18.32,20.3,10.12,22.30(20%),14.90(20%),,15.38,7.07,10,1.26,3.65,14.77,0.88,5.97,,,0.7
TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,X ,1.0,Residential- Commercial Projects,Consumer Discretionary,1.15,1.19,1.19,1.1,1.1,6.0,1.1,1.15(5%),1.05(5%),,16.68,10.34,10,-,-,-575.11,0.75,-0.13,6.68,9.56,10.54
SUNILTX,SUNIL INDUSTRIES LTD.,P ,10.0,Trading & Distributors,Services,64.55,62.55,62.55,62.05,62.38,68.7,12.5,65.40(5%),59.20(5%),,26.17,10.73,10,9.39,14.02,6.64,0.66,9.94,,,0.19
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,48.95,50.0,50.9,46.6,49.58,71.0,35.15,60.95(20%),40.65(20%),,21.84,9.61,10,15.99,19.88,3.18,0.8,25.08,,,0.11
SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,171.0,172.55,172.55,166.5,169.85,295.0,157.0,200.60(20%),133.80(20%),,71.3,34.23,10,22.71,54.94,7.36,0.62,8.4,,,2.58
KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,16.35,16.35,16.35,16.35,16.25,27.85,12.8,17.15(5%),15.55(5%),,6.29,2.14,10,1.1,1.85,14.91,-1.01,-6.78,,,0.0
KITEX,KITEX GARMENTS LTD.,A ,1.0,Garments & Apparels,Consumer Discretionary,202.95,203.5,206.5,202.1,204.18,308.9,152.35,243.65(20%),162.45(20%),,1350.28,580.62,10,21.52,24.76,9.44,1.58,16.74,,,12.51
CRANEX,CRANEX LTD.,X ,10.0,Construction Vehicles,Industrials,33.4,32.65,34.5,32.55,33.29,34.75,12.6,34.85(5%),31.55(5%),,16.6,9.46,10,1.49,2.07,22.26,2.13,9.57,0.49,,2.88
BATLIBOI,BATLIBOI LTD.-$,X ,5.0,Industrial Equipments,Industrials,37.75,38.5,38.5,37.2,37.82,53.25,28.0,45.00(20%),30.00(20%),,107.68,26.92,10,-1.68,-0.62,-22.31,0.97,-4.35,,,0.31
AUSTENG,AUSTIN ENGINEERING CO.LTD.,X ,10.0,Industrial Machinery,Industrials,118.75,118.5,125.0,118.5,121.72,137.75,48.0,147.60(20%),98.40(20%),,42.78,26.95,10,4.72,7.21,26.08,0.81,3.12,0.19,,10.33
UNIDT,UNITED DRILLING TOOLS LTD.,B ,10.0,Industrial Equipments,Industrials,298.5,291.85,308.9,291.85,298.09,605.35,256.65,354.70(20%),236.50(20%),,600.16,150.04,5,19.38,20.73,15.25,2.5,16.41,,,8.16
FLUIDOM,FLUIDOMAT LTD.,X ,10.0,Industrial Equipments,Industrials,156.8,156.95,157.95,153.0,153.8,189.95,115.3,184.00(20%),122.70(20%),,75.56,33.24,10,12.07,13.49,12.71,1.83,14.38,,,1.02
EMAINDIA,EMA INDIA LTD.,X ,10.0,Industrial Machinery,Industrials,22.45,22.45,22.45,22.45,22.45,31.2,13.95,23.55(5%),21.35(5%),,2.26,1.15,10,-4.33,-3.72,-5.19,-38.71,750,,,0.0
WINDMACHIN,WINDSOR MACHINES LTD.,B ,2.0,Industrial Machinery,Industrials,35.15,36.15,41.3,35.85,38.98,51.6,25.75,47.85(20%),31.95(20%),,259.08,106.22,10,2.45,4.49,16.29,0.89,5.49,0.13,0.67,26.2
SHANTIGEAR,SHANTHI GEARS LTD.,B ,1.0,Industrial Equipments,Industrials,361.35,361.9,383.95,361.35,374.34,383.95,140.0,455.90(20%),304.00(20%),1.66,2914.82,845.3,2,6.17,7.52,61.59,11.21,18.21,0.18,0.44,
MIVENMACH,MIVEN MACHINE TOOLS LTD.,X ,10.0,Industrial Equipments,Industrials,7.38,7.38,7.38,7.38,7,13.78,4.34,7.74(5%),7.02(5%),,2.22,0.55,10,-5.14,-4.87,-1.43,-0.18,12.84,,,0.0
HONDAPOWER,Honda India Power Products Ltd,B ,10.0,Industrial Equipments,Industrials,1661.85,1664.1,1700.9,1664.1,1681.39,1818.6,1116.0,"2,026.00(20%)","1,350.70(20%)",,1711.99,564.96,10,58.79,77.26,28.72,2.56,8.9,,,1.33
HITECHGEAR,The Hi-Tech Gears Ltd,B ,10.0,Auto Components & Equipments,Consumer Discretionary,213.35,217.9,217.95,209.6,215.26,299.9,155.0,259.50(20%),173.00(20%),,405.86,178.58,10,23.66,40.28,9.14,1.16,12.71,,,5.99
ELGIEQUIP,ELGI EQUIPMENTS LTD.,A ,1.0,Compressors & Pumps,Industrials,530.3,530.0,540.8,503.6,521.11,566.5,196.95,610.05(20%),406.75(20%),2.83,16111.65,10955.92,2,6.56,7.74,77.5,16.37,21.12,0.49,0.54,
UVDRHOR,UNITED VAN DER HORST LTD.,X ,10.0,Heavy Electrical Equipment,Industrials,76.8,74.85,74.85,74.85,74.84,106.55,45.1,78.55(5%),71.15(5%),,41.84,10.88,2,2.53,4.43,29.64,1.29,4.34,,,0.07
KLBRENG-B,KILBURN ENGINEERING LTD.,XT,10.0,Industrial Machinery,Industrials,62.25,63.0,63.0,60.0,62.12,68.6,24.15,65.50(5%),59.30(5%),,214.09,74.93,10,1.49,2.29,41.9,2.91,6.96,0.42,0.65,40.44
BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,X ,2.0,Industrial Machinery,Industrials,40.85,41.7,42.4,39.65,40.89,73.15,16.05,41.80(5%),37.90(5%),,260.11,104.04,10,2.64,3.23,15.09,2.2,14.57,0.56,0.58,23.68
YUKEN,YUKEN INDIA LTD.-$,B ,10.0,Compressors & Pumps,Industrials,513.35,516.65,519.95,511.6,514.19,666.0,390.15,615.70(20%),410.50(20%),,615.72,289.39,2,12.55,17.9,40.88,3.06,7.5,,,0.44
TIMKEN,TIMKEN INDIA LTD.,A ,10.0,Bearings,Industrials,2967.9,2975.45,3022.7,2908.9,2952.08,3465.0,1714.8,"3,508.50(20%)","2,339.00(20%)",,21992.08,6817.54,10,51.63,63.1,56.62,13.27,23.44,0.11,,98.36
VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,1187.5,1186.0,1210.0,1181.8,1192.83,1436.0,911.6,"1,437.60(20%)",958.40(20%),,526.23,131.56,5,65.39,83.81,18.32,1.84,10.03,,,4.87
ARTSONEN,ARTSON ENGINEERING LTD.,X ,1.0,Industrial Machinery,Industrials,84.45,86.0,86.0,82.35,83.65,150.9,49.4,92.20(10%),75.50(10%),,309.57,77.39,5,-4.73,-4.41,-17.71,-28.72,162.31,0.17,0.11,8.85
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,X ,10.0,Industrial Machinery,Industrials,58.0,60.7,60.7,57.5,59.1,71.0,27.0,69.50(20%),46.40(20%),,26.32,14.48,10,3.15,4.4,18.39,1.65,8.99,0.11,,4.05
INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,X ,10.0,Ferro & Silica Manganese,Commodities,42.65,45.0,51.15,42.5,49.17,118.0,37.7,58.90(20%),39.30(20%),1.21,136.45,49.12,1,11.47,13.06,4.28,0.95,22.26,0.45,2.46,
TMTIND-B1,TMT (INDIA) LTD.,XT,10.0,Industrial Machinery,Industrials,2.1,2.2,2.2,2.2,2.2,2.2,2.0,2.31(5%),2.09(5%),,1.09,0.56,10,-2.32,-2.32,-0.95,-0.27,28.75,,,0.0
ITL,ITL INDUSTRIES LTD.-$,X ,10.0,Industrial Machinery,Industrials,176.05,173.9,181.0,173.9,177.33,203.0,108.0,215.70(20%),143.80(20%),,57.6,29.37,10,19.94,23.87,9.02,1.07,11.85,,0.16,27.51
FRONTSP,FRONTIER SPRINGS LTD.,X ,10.0,Auto Components & Equipments,Consumer Discretionary,498.35,504.85,504.9,492.1,493.88,524.0,242.0,595.25(20%),396.85(20%),,195.37,82.06,10,17.13,24.6,28.96,2.9,10.01,,,11.35
PRAJIND,PRAJ INDUSTRIES LTD.,A ,2.0,Engineering & Construction products,Industrials,415.35,418.9,418.9,410.15,412.34,461.5,289.05,493.65(20%),329.15(20%),1.47,7557.71,5063.67,1,12.02,13.24,34.22,8.1,23.67,1.22,0.36,
RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,XT,10.0,Auto Components & Equipments,Consumer Discretionary,95.35,95.5,95.5,91.35,92.43,197.0,69.15,97.65(5%),88.35(5%),,55.57,26.12,1,-1.35,10.4,-68.77,0.58,-0.84,,,1.61
YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,X ,10.0,Other Financial Services,Financial Services,3.55,3.67,3.67,3.6,3.6,8.2,3.2,4.32(20%),2.88(20%),,6.06,3.52,10,-0.12,-0.12,-29.73,0.4,-1.36,0.1,0.23,0.84
HLEGLAS,HLE Glascoat Ltd,A ,2.0,Industrial Equipments,Industrials,660.9,661.75,665.25,650.0,656.12,1428.0,601.0,780.35(20%),520.25(20%),,4439.3,1198.61,10,44.38,51.6,14.65,3.16,21.54,0.12,,32.08
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,B ,10.0,Engineering & Construction products,Industrials,196.4,199.6,199.9,197.0,197.1,277.0,183.0,236.55(20%),157.75(20%),,232.64,102.36,10,1.05,2.99,187.01,1,0.54,,,0.2
TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,X ,5.0,Aerospace & Defense,Industrials,138.0,140.0,142.5,137.55,139.41,168.0,65.05,153.65(10%),125.75(10%),,348.28,170.66,10,2.13,3.37,65.58,3.21,4.89,0.64,0.17,23.18
CONART,CONART ENGINEERS LTD.-$,X ,10.0,Civil Construction,Industrials,43.9,42.0,45.7,42.0,44.19,51.9,30.15,52.25(20%),34.85(20%),,13.67,6.84,5,4.8,6.31,9.08,0.59,6.53,0.37,,3.36
SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,XT,10.0,Industrial Machinery,Industrials,15.7,15.7,16.2,15.7,15.73,25.5,8.55,17.00(5%),15.40(5%),,8.12,3.09,10,1.31,4.2,12.4,1.14,9.18,,,0.21
